rule_key,simpler_rule_key,antecedent_length,simpler_antecedent_length,confidence,simpler_confidence,absolute_confidence_difference,lift,simpler_lift,relative_lift_gain,is_redundant,criterion
22720 | 23300 => 23301,23300 => 23301,2,1,0.7214285714285714,0.7213333333333334,9.523809523803717e-05,14.381172446706968,14.37927394209354,0.00013203063110645553,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21314 | 22697 => 22699,22697 => 22699,2,1,0.7515527950310558,0.7510729613733905,0.00047983365766524066,14.072747472647416,14.06376263759944,0.0006388642413485136,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22697 | 82580 => 22699,22697 => 22699,2,1,0.7515527950310558,0.7510729613733905,0.00047983365766524066,14.072747472647416,14.06376263759944,0.0006388642413485136,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22423 | 23171 => 23170,23171 => 23170,2,1,0.8368794326241137,0.8363095238095238,0.0005699088145898479,39.32015412966997,39.29337739032621,0.0006814568032107832,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23171 | 23245 => 23170,23171 => 23170,2,1,0.8368794326241137,0.8363095238095238,0.0005699088145898479,39.32015412966997,39.29337739032621,0.0006814568032107832,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22197 | 22698 => 22697,22698 => 22697,2,1,0.8211920529801323,0.8205128205128204,0.000679232467311941,15.772702725748228,15.759656652360514,0.0008278145695363621,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21928 | 22697 => 22699,22697 => 22699,2,1,0.7517730496453903,0.7510729613733905,0.0007000882719997437,14.076871717261644,14.06376263759944,0.0009321175278624857,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22379 | 22697 => 22699,22697 => 22699,2,1,0.7527472527472527,0.7510729613733905,0.0016742913738622134,14.09511356843993,14.06376263759944,0.00222919937205654,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21993 | 85131B => 85131D,85131B => 85131D,2,1,0.7983193277310925,0.7965116279069767,0.0018076998241157716,69.37239944521498,69.21531384059607,0.0022695209470650394,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22086 | 22579 => 22578,22579 => 22578,2,1,0.8508771929824561,0.8483870967741935,0.002490096208262571,31.798648500164816,31.7055896019934,0.0029350943899673298,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22356 | 22697 => 20724,22356 => 20724,2,1,0.7142857142857143,0.711738484398217,0.0025472298874973376,14.159943046986236,14.109446964797876,0.0035788845809721906,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21731 | 22697 => 22699,22697 => 22699,2,1,0.7538461538461537,0.7510729613733905,0.0027731924727631974,14.115690376569036,14.06376263759944,0.00369230769230754,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21931 | 22698 => 22699,22698 => 22699,2,1,0.7793103448275862,0.7763532763532763,0.0029570684743098763,14.592504689078057,14.53713389121339,0.003808921227459713,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22356 | 85123A => 20724,22356 => 20724,2,1,0.7150837988826816,0.711738484398217,0.003345314484464623,14.175764212401864,14.109446964797876,0.004700201770448246,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22699 | 23203 => 22697,22699 => 22697,2,1,0.736,0.7322175732217573,0.003782426778242698,14.136412017167382,14.06376263759944,0.005165714285714247,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22197 | 22697 => 22699,22697 => 22699,2,1,0.755868544600939,0.7510729613733905,0.004795583227548472,14.15355943190524,14.06376263759944,0.006384976525821619,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22916 | 22917 => 22919,22917 => 22919,2,1,0.8925233644859814,0.8874458874458875,0.00507747704009387,68.57107617022984,68.18098210802074,0.005721449737861888,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22197 | 22698 => 22699,22698 => 22699,2,1,0.7814569536423841,0.7763532763532763,0.005103677289107766,14.632699714594477,14.53713389121339,0.006573910930190231,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22699 | 23173 => 22697,22699 => 22697,2,1,0.7373737373737373,0.7322175732217573,0.005156164151980058,14.162797502926258,14.06376263759944,0.007041847041846989,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22919 => 22916,22917 => 22916,2,1,0.9317073170731708,0.9264069264069263,0.005300390666244437,72.51518557794274,72.10265386787127,0.005721449737861863,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22697 | 22993 => 22699,22697 => 22699,2,1,0.7570621468926554,0.7510729613733905,0.005989185519264861,14.175909509963834,14.06376263759944,0.007974172719935476,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22697 | 84879 => 22699,22697 => 22699,2,1,0.7571428571428571,0.7510729613733905,0.006069895769466593,14.177420800956366,14.06376263759944,0.008081632653061173,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23171 | 23245 => 23172,23171 => 23172,2,1,0.7234042553191491,0.7172619047619048,0.006142350557244325,48.68293073108303,48.26956901181525,0.008563609075660112,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23170 | 23173 => 23171,23170 => 23171,2,1,0.7439024390243902,0.7375328083989501,0.006369630625440159,39.63273083623693,39.29337739032621,0.008636403090009542,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 85123A => 22697,22698 => 22697,2,1,0.8270270270270271,0.8205128205128204,0.006514206514206755,15.884775548080272,15.759656652360514,0.007939189189189465,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22960 | 23300 => 23301,23300 => 23301,2,1,0.728,0.7213333333333334,0.006666666666666599,14.512169265033409,14.37927394209354,0.009242144177449294,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21790 | 22697 => 22699,22697 => 22699,2,1,0.7577639751552795,0.7510729613733905,0.006691013781888966,14.189051170768472,14.06376263759944,0.008908606921029317,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
20727 | 22697 => 22699,22697 => 22699,2,1,0.7580645161290324,0.7510729613733905,0.006991554755641838,14.194678769064652,14.06376263759944,0.00930875576036865,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22919 => 22920,22918 => 22920,2,1,0.8975609756097561,0.8903508771929824,0.007210098416773669,69.25534062237175,68.69901315789474,0.00809804157154877,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22920 => 22919,22918 => 22919,2,1,0.9064039408866996,0.8991228070175439,0.0072811338691557426,69.6374976215142,69.0781002936526,0.008098041571548616,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 85123A => 22699,22698 => 22699,2,1,0.7837837837837838,0.7763532763532763,0.007430507430507438,14.67626936559991,14.53713389121339,0.009571038928837115,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22423 | 23172 => 23171,23172 => 23171,2,1,0.913793103448276,0.9060150375939848,0.007778065854291194,48.68395935960591,48.26956901181525,0.008584919158677897,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22699 | 23172 => 23171,23172 => 23171,2,1,0.9146341463414632,0.9060150375939848,0.008619108747478399,48.728767421602775,48.26956901181525,0.009513207165266475,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22961 | 22963 => 22962,22963 => 22962,2,1,0.7285714285714285,0.7196969696969697,0.008874458874458813,47.42602597402597,46.848347107438016,0.01233082706766906,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22916 | 22918 => 22919,22918 => 22919,2,1,0.9082125603864736,0.8991228070175439,0.009089753368929698,69.7764508303788,69.0781002936526,0.010109579356663045,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22630 | 22697 => 22699,22697 => 22699,2,1,0.7602339181286549,0.7510729613733905,0.009160956755264404,14.235300594582691,14.06376263759944,0.012197159565580575,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22919 => 22916,22918 => 22916,2,1,0.9170731707317074,0.9078947368421052,0.009178433889602156,71.37620360551432,70.66184210526316,0.01010957935666313,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23170 | 23245 => 23171,23170 => 23171,2,1,0.7468354430379747,0.7375328083989501,0.009302634639024587,39.788991862567805,39.29337739032621,0.012613180773908628,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22178 | 22698 => 22699,22698 => 22699,2,1,0.7857142857142857,0.7763532763532763,0.009361009361009365,14.71241781231321,14.53713389121339,0.012057667103538665,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22697 | 84378 => 22699,22697 => 22699,2,1,0.7608695652173914,0.7510729613733905,0.009796603844000829,14.247203019829,14.06376263759944,0.013043478260869653,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21232 | 22697 => 22699,22697 => 22699,2,1,0.7610062893081758,0.7510729613733905,0.009933327934785297,14.249763164127256,14.06376263759944,0.01322551662174268,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22916 | 22917 => 22920,22917 => 22920,2,1,0.9018691588785048,0.8917748917748918,0.010094267103613053,69.58775781501772,68.8088893864756,0.011319299519099813,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 23171 => 23170,23171 => 23170,2,1,0.8465909090909091,0.8363095238095238,0.010281385281385225,39.77644058697208,39.29337739032621,0.012293756065998026,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
20724 | 23300 => 23301,23300 => 23301,2,1,0.7317073170731707,0.7213333333333334,0.010373983739837334,14.586072029985331,14.37927394209354,0.014381678012713495,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23300 | 23344 => 23301,23300 => 23301,2,1,0.7317073170731707,0.7213333333333334,0.010373983739837334,14.586072029985331,14.37927394209354,0.014381678012713495,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22993 | 84596F => 84596B,84596F => 84596B,2,1,0.7894736842105263,0.7790697674418605,0.01040391676866581,27.71052631578948,27.345348837209304,0.013354281225451842,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22920 => 22916,22917 => 22916,2,1,0.9368932038834952,0.9264069264069263,0.010486277476568828,72.91880540312368,72.10265386787127,0.011319299519099824,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22090 | 22697 => 22699,22697 => 22699,2,1,0.7615894039735099,0.7510729613733905,0.010516442600119413,14.260681925240378,14.06376263759944,0.014001892147587496,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22697 | 82494L => 22699,22697 => 22699,2,1,0.7622377622377622,0.7510729613733905,0.01116480086437166,14.2728223659186,14.06376263759944,0.014865134865134796,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
15056N | 22697 => 22699,22697 => 22699,2,1,0.7622950819672131,0.7510729613733905,0.011222120593822549,14.27389567185678,14.06376263759944,0.014941451990632211,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
20712 | 22698 => 22697,22698 => 22697,2,1,0.8321167883211679,0.8205128205128204,0.011603967808347493,15.982535008301744,15.759656652360514,0.014142335766423361,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22918 => 22920,22917 => 22920,2,1,0.9033816425120772,0.8917748917748918,0.011606750737185423,69.70446026986507,68.8088893864756,0.01301533699169823,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 22993 => 22697,22698 => 22697,2,1,0.8321678321678322,0.8205128205128204,0.011655011655011815,15.983515411627002,15.759656652360514,0.014204545454545659,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22920 => 22918,22917 => 22918,2,1,0.9077669902912622,0.8961038961038961,0.011663094187366108,71.27165304036791,70.35594668489405,0.01301533699169835,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
84596F | 85099B => 84596B,84596F => 84596B,2,1,0.7908496732026141,0.7790697674418605,0.011779905760753606,27.75882352941176,27.345348837209304,0.015120476051116735,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23172 | 23175 => 23171,23172 => 23171,2,1,0.9181818181818182,0.9060150375939848,0.012166780587833381,48.91777597402597,48.26956901181525,0.013428894756695592,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23172 | 23245 => 23170,23172 => 23170,2,1,0.9,0.8872180451127819,0.012781954887218117,42.28582677165355,41.68527618258244,0.014406779661016996,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 85099C => 22697,22698 => 22697,2,1,0.8333333333333334,0.8205128205128204,0.012820512820512997,16.005901287553648,15.759656652360514,0.01562500000000009,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 85099B => 22699,22698 => 22699,2,1,0.7891891891891892,0.7763532763532763,0.0128359128359129,14.777485016397153,14.53713389121339,0.016533597818001573,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22916 | 22918 => 22920,22918 => 22920,2,1,0.9033816425120772,0.8903508771929824,0.01303076531909475,69.70446026986507,68.69901315789474,0.014635539373170497,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22457 | 22698 => 22699,22698 => 22699,2,1,0.7894736842105263,0.7763532763532763,0.013120407857249994,14.782812155912795,14.53713389121339,0.01690004828585224,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22920 => 22916,22918 => 22916,2,1,0.9211822660098522,0.9078947368421052,0.013287529167747003,71.6960162775755,70.66184210526316,0.014635539373170463,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22920 => 22917,22918 => 22917,2,1,0.9211822660098522,0.9078947368421052,0.013287529167747003,71.3856439127375,70.35594668489405,0.014635539373170574,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22920 => 22921,22917 => 22921,2,1,0.8058252427184466,0.7922077922077922,0.013617450510654328,71.0594959108518,69.85867826754527,0.017189240808530924,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
85099B | 85131B => 85131D,85131B => 85131D,2,1,0.8103448275862069,0.7965116279069767,0.013833199679230135,70.41739203213928,69.21531384059607,0.017367228794362078,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22918 => 22919,22918 => 22919,2,1,0.9130434782608696,0.8991228070175439,0.013920671243325744,70.14760216458295,69.0781002936526,0.015482502651113384,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22919 => 22917,22918 => 22917,2,1,0.9219512195121952,0.9078947368421052,0.014056482670089965,71.44523281596453,70.35594668489405,0.015482502651113615,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22356 | 22993 => 20724,22356 => 20724,2,1,0.725925925925926,0.711738484398217,0.01418744152770901,14.390697674418607,14.109446964797876,0.01993350344081052,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 22720 => 22697,22698 => 22697,2,1,0.8353658536585366,0.8205128205128204,0.014853033145716177,16.044940071181827,15.759656652360514,0.018102134146341507,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22666 | 22698 => 22697,22698 => 22697,2,1,0.8354430379746836,0.8205128205128204,0.014930217461863182,16.046422556636063,15.759656652360514,0.018196202531645708,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22917 | 22921 => 22920,22917 => 22920,2,1,0.907103825136612,0.8917748917748918,0.015328933361720254,69.99166195590729,68.8088893864756,0.01718924080853084,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
82581 | 85123A => 82580,82581 => 82580,2,1,0.7445255474452555,0.7291139240506329,0.015411623394622542,21.60089436761348,21.153757462610017,0.02113746958637463,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22698 | 23199 => 22697,22698 => 22697,2,1,0.8368794326241137,0.8205128205128204,0.01636661211129331,16.074011505798563,15.759656652360514,0.019946808510638726,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22697 | 84991 => 22699,22697 => 22699,2,1,0.7674418604651163,0.7510729613733905,0.016368899091725786,14.370268560864067,14.06376263759944,0.021794019933554912,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
20719 | 22697 => 22699,22697 => 22699,2,1,0.7676056338028169,0.7510729613733905,0.016532672429426354,14.373335199481408,14.06376263759944,0.022012072434607663,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22356 | 22379 => 20724,22356 => 20724,2,1,0.7284768211920529,0.711738484398217,0.016738336793835962,14.441266418780664,14.109446964797876,0.023517537917017998,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
23171 | 23174 => 23175,23174 => 23175,2,1,0.7867647058823529,0.76953125,0.01723345588235292,51.9700184501845,50.83165648062731,0.022394744699910273,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22918 | 22920 => 22921,22918 => 22921,2,1,0.8374384236453202,0.8201754385964912,0.01726298504882895,73.84721784076294,72.324928701063,0.02104791759964171,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22666 | 22697 => 22699,22697 => 22699,2,1,0.7685185185185185,0.7510729613733905,0.017445557145127966,14.390428870292888,14.06376263759944,0.023227513227513274,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22423 | 23172 => 23170,23172 => 23170,2,1,0.9051724137931034,0.8872180451127819,0.01795436868032152,42.52884876459408,41.68527618258244,0.020236703682057235,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
22659 | 22697 => 22699,22697 => 22699,2,1,0.7692307692307693,0.7510729613733905,0.01815780785737875,14.40376569037657,14.06376263759944,0.024175824175824197,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21212 | 22698 => 22697,22698 => 22697,2,1,0.8389830508474576,0.8205128205128204,0.01847023033463724,16.114415872554012,15.759656652360514,0.0225105932203391,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
21935 | 23300 => 23301,23300 => 23301,2,1,0.7398373983739838,0.7213333333333334,0.018504065040650386,14.74813949698517,14.37927394209354,0.02565258554618818,True,abs confidence difference <= 0.05; relative lift gain <= 0.1
